model,repeat_id,fold_id,feature,imputation_median,winsor_lower_bound,winsor_upper_bound,log_transform,scaler,scaler_center,scaler_scale
elastic_net_logistic,1,1,active_month_ratio,0.8292682927,-inf,inf,none,RobustScaler,0.8292682927,0.1951219512
elastic_net_logistic,1,1,customer_count,32,2,3310.82,nonnegative_log1p,RobustScaler,3.496048214,2.090248685
elastic_net_logistic,1,1,customer_hhi,0.1452465274,-inf,inf,none,RobustScaler,0.1452465274,0.2645300614
elastic_net_logistic,1,1,invoice_activity_per_month,20.53658537,0.4775609756,693.8221951,nonnegative_log1p,RobustScaler,3.069521578,2.040518177
elastic_net_logistic,1,1,operating_net_inflow_proxy_10k,350.4208925,-422.4715021,64544.28895,signed_log1p,RobustScaler,5.861128947,3.123224241
elastic_net_logistic,1,1,purchase_return_rate,0.002165928039,-0,0.2355319694,nonnegative_log1p,RobustScaler,0.0021635853,0.008203197596
elastic_net_logistic,1,1,purchase_sales_ratio,0.3980802338,0.0004294868193,7.915892699,nonnegative_log1p,RobustScaler,0.3350962538,0.520179841
elastic_net_logistic,1,1,purchase_scale_10k,385.50322,0.05516,26094.97629,nonnegative_log1p,RobustScaler,5.95676353,4.44128287
elastic_net_logistic,1,1,sales_growth_trend,0.02945299267,-0.08518361983,0.1518105179,none,RobustScaler,0.02945299267,0.05702158053
elastic_net_logistic,1,1,sales_monthly_cv,1.505105525,0.4382397344,4.241425575,nonnegative_log1p,RobustScaler,0.918330592,0.4754992541
elastic_net_logistic,1,1,sales_return_rate,0.008600193253,-0,0.4314900722,nonnegative_log1p,RobustScaler,0.008563358343,0.02171253265
elastic_net_logistic,1,1,sales_scale_10k,1047.255144,5.658626,93208.36838,nonnegative_log1p,RobustScaler,6.954026528,3.030699112
elastic_net_logistic,1,1,supplier_count,70,1,1632.62,nonnegative_log1p,RobustScaler,4.262679877,2.616325766
elastic_net_logistic,1,1,supplier_hhi,0.1685143369,-inf,inf,none,RobustScaler,0.1685143369,0.3965605511
elastic_net_logistic,1,1,void_invoice_rate,0.05989142359,-inf,inf,none,RobustScaler,0.05989142359,0.04922537285
elastic_net_logistic,1,2,active_month_ratio,0.8292682927,-inf,inf,none,RobustScaler,0.8292682927,0.1951219512
elastic_net_logistic,1,2,customer_count,37.5,1.97,2686.33,nonnegative_log1p,RobustScaler,3.650573903,2.247240305
elastic_net_logistic,1,2,customer_hhi,0.1407224965,-inf,inf,none,RobustScaler,0.1407224965,0.2365779527
elastic_net_logistic,1,2,invoice_activity_per_month,21.62195122,0.7141463415,743.0556097,nonnegative_log1p,RobustScaler,3.118856644,2.058023246
elastic_net_logistic,1,2,operating_net_inflow_proxy_10k,425.542592,-6138.128274,57351.52832,signed_log1p,RobustScaler,6.052576317,3.748602439
elastic_net_logistic,1,2,purchase_return_rate,0.001887450633,-0,0.2355319694,nonnegative_log1p,RobustScaler,0.001885671269,0.01027388326
elastic_net_logistic,1,2,purchase_sales_ratio,0.3609068459,0.0004675177045,6.923148934,nonnegative_log1p,RobustScaler,0.3081088814,0.5159067882
elastic_net_logistic,1,2,purchase_scale_10k,420.348231,0.07346,53069.77397,nonnegative_log1p,RobustScaler,6.037607423,4.5511124
elastic_net_logistic,1,2,sales_growth_trend,0.02775164782,-0.08518361983,0.2099736851,none,RobustScaler,0.02775164782,0.05792469706
elastic_net_logistic,1,2,sales_monthly_cv,1.341198911,0.4382397344,4.241425575,nonnegative_log1p,RobustScaler,0.8506629726,0.4226172848
elastic_net_logistic,1,2,sales_return_rate,0.00529165042,-0,0.4314900722,nonnegative_log1p,RobustScaler,0.005277698824,0.02204999972
elastic_net_logistic,1,2,sales_scale_10k,1695.873314,5.658626,223577.0781,nonnegative_log1p,RobustScaler,7.400750142,3.064451085
elastic_net_logistic,1,2,supplier_count,78,1,2627.84,nonnegative_log1p,RobustScaler,4.369367731,2.583004097
elastic_net_logistic,1,2,supplier_hhi,0.1793778391,-inf,inf,none,RobustScaler,0.1793778391,0.4646906077
elastic_net_logistic,1,2,void_invoice_rate,0.05745215493,-inf,inf,none,RobustScaler,0.05745215493,0.05247721997
elastic_net_logistic,1,3,active_month_ratio,0.8414634146,-inf,inf,none,RobustScaler,0.8414634146,0.1951219512
elastic_net_logistic,1,3,customer_count,40,1.97,2815.15,nonnegative_log1p,RobustScaler,3.712380881,2.199415682
elastic_net_logistic,1,3,customer_hhi,0.1292875832,-inf,inf,none,RobustScaler,0.1292875832,0.2347027444
elastic_net_logistic,1,3,invoice_activity_per_month,20.48780488,0.7007317073,743.0556097,nonnegative_log1p,RobustScaler,3.067201388,2.340775743
elastic_net_logistic,1,3,operating_net_inflow_proxy_10k,334.1446355,-9124.623188,53496.33198,signed_log1p,RobustScaler,5.814548636,3.83739389
elastic_net_logistic,1,3,purchase_return_rate,0.002372072731,-0,0.2355319694,nonnegative_log1p,RobustScaler,0.002369254655,0.00926791228
elastic_net_logistic,1,3,purchase_sales_ratio,0.4130951849,0.0004294868193,10.85553579,nonnegative_log1p,RobustScaler,0.3456933996,0.5298114028
elastic_net_logistic,1,3,purchase_scale_10k,302.2778415,0.07262,53069.77397,nonnegative_log1p,RobustScaler,5.709887819,4.439142989
elastic_net_logistic,1,3,sales_growth_trend,0.02625748132,-0.06858113867,0.1314216925,none,RobustScaler,0.02625748132,0.04984284941
elastic_net_logistic,1,3,sales_monthly_cv,1.302421593,0.4382397344,4.11908834,nonnegative_log1p,RobustScaler,0.8339596647,0.4631000515
elastic_net_logistic,1,3,sales_return_rate,0.008310196087,-0,0.4314900722,nonnegative_log1p,RobustScaler,0.008275854069,0.03020720402
elastic_net_logistic,1,3,sales_scale_10k,1083.736198,6.2009142,101290.1859,nonnegative_log1p,RobustScaler,6.986376743,3.124073413
elastic_net_logistic,1,3,supplier_count,70,1,2627.84,nonnegative_log1p,RobustScaler,4.262679877,2.506231801
elastic_net_logistic,1,3,supplier_hhi,0.1749491597,-inf,inf,none,RobustScaler,0.1749491597,0.4009133253
elastic_net_logistic,1,3,void_invoice_rate,0.0605116639,-inf,inf,none,RobustScaler,0.0605116639,0.05038297663
elastic_net_logistic,1,4,active_month_ratio,0.8536585366,-inf,inf,none,RobustScaler,0.8536585366,0.1951219512
elastic_net_logistic,1,4,customer_count,37,1.98,3267.88,nonnegative_log1p,RobustScaler,3.63758616,2.054516044
elastic_net_logistic,1,4,customer_hhi,0.1396982701,-inf,inf,none,RobustScaler,0.1396982701,0.2396686143
elastic_net_logistic,1,4,invoice_activity_per_month,21,0.4809756097,740.3785365,nonnegative_log1p,RobustScaler,3.091042453,2.142267865
elastic_net_logistic,1,4,operating_net_inflow_proxy_10k,364.952475,-7219.404265,63259.22351,signed_log1p,RobustScaler,5.902503475,3.575633087
elastic_net_logistic,1,4,purchase_return_rate,0.002197536572,-0,0.1010596232,nonnegative_log1p,RobustScaler,0.00219512552,0.009016197198
elastic_net_logistic,1,4,purchase_sales_ratio,0.3942360391,0.0004326338796,10.8543751,nonnegative_log1p,RobustScaler,0.332346623,0.5444691994
elastic_net_logistic,1,4,purchase_scale_10k,272.752425,0.05544,39805.83715,nonnegative_log1p,RobustScaler,5.61222414,4.158728887
elastic_net_logistic,1,4,sales_growth_trend,0.02812555332,-0.06877381981,0.2098899201,none,RobustScaler,0.02812555332,0.0532046072
elastic_net_logistic,1,4,sales_monthly_cv,1.34260565,0.5108969086,4.106696493,nonnegative_log1p,RobustScaler,0.8512638355,0.3788526033
elastic_net_logistic,1,4,sales_return_rate,0.007826077593,-0,0.4286841204,nonnegative_log1p,RobustScaler,0.007795612692,0.02190556299
elastic_net_logistic,1,4,sales_scale_10k,1163.565686,6.2678788,220883.1389,nonnegative_log1p,RobustScaler,7.060103495,3.077843435
elastic_net_logistic,1,4,supplier_count,76,1,2617.56,nonnegative_log1p,RobustScaler,4.343805422,2.409470948
elastic_net_logistic,1,4,supplier_hhi,0.1666348242,-inf,inf,none,RobustScaler,0.1666348242,0.3463879894
elastic_net_logistic,1,4,void_invoice_rate,0.05833333333,-inf,inf,none,RobustScaler,0.05833333333,0.04277913285
elastic_net_logistic,1,5,active_month_ratio,0.8780487805,-inf,inf,none,RobustScaler,0.8780487805,0.1829268292
elastic_net_logistic,1,5,customer_count,37,1.98,3267.88,nonnegative_log1p,RobustScaler,3.63758616,2.204850678
elastic_net_logistic,1,5,customer_hhi,0.1281455695,-inf,inf,none,RobustScaler,0.1281455695,0.2796078922
elastic_net_logistic,1,5,invoice_activity_per_month,21.87804878,0.4809756097,685.2834146,nonnegative_log1p,RobustScaler,3.130177882,2.169526321
elastic_net_logistic,1,5,operating_net_inflow_proxy_10k,336.768119,-7219.404265,63259.22351,signed_log1p,RobustScaler,5.822359622,3.204009207
elastic_net_logistic,1,5,purchase_return_rate,0.002236460409,-0,0.1068147536,nonnegative_log1p,RobustScaler,0.002233963254,0.009985096581
elastic_net_logistic,1,5,purchase_sales_ratio,0.4019244285,0.0004773509563,10.8543751,nonnegative_log1p,RobustScaler,0.3378458845,0.5286997284
elastic_net_logistic,1,5,purchase_scale_10k,396.109578,0.05544,46181.81304,nonnegative_log1p,RobustScaler,5.984212258,4.168091876
elastic_net_logistic,1,5,sales_growth_trend,0.0291075612,-0.08500446982,0.2098899201,none,RobustScaler,0.0291075612,0.05557207098
elastic_net_logistic,1,5,sales_monthly_cv,1.298088761,0.4386127806,4.237715362,nonnegative_log1p,RobustScaler,0.832077804,0.4564945078
elastic_net_logistic,1,5,sales_return_rate,0.006365519913,-0,0.2611008106,nonnegative_log1p,RobustScaler,0.006345345559,0.02181805731
elastic_net_logistic,1,5,sales_scale_10k,2017.863344,5.679084,220883.1389,nonnegative_log1p,RobustScaler,7.610289931,3.160341638
elastic_net_logistic,1,5,supplier_count,79,1,1591.52,nonnegative_log1p,RobustScaler,4.382026635,2.38754663
elastic_net_logistic,1,5,supplier_hhi,0.1796872571,-inf,inf,none,RobustScaler,0.1796872571,0.40610173
elastic_net_logistic,1,5,void_invoice_rate,0.05833333333,-inf,inf,none,RobustScaler,0.05833333333,0.0462989989
elastic_net_logistic,2,1,active_month_ratio,0.8536585366,-inf,inf,none,RobustScaler,0.8536585366,0.2134146341
elastic_net_logistic,2,1,customer_count,35.5,1.97,2815.15,nonnegative_log1p,RobustScaler,3.596467111,2.168825001
elastic_net_logistic,2,1,customer_hhi,0.1362590115,-inf,inf,none,RobustScaler,0.1362590115,0.2386025934
elastic_net_logistic,2,1,invoice_activity_per_month,21.26829268,0.4775609756,743.0556097,nonnegative_log1p,RobustScaler,3.103154217,2.273142951
elastic_net_logistic,2,1,operating_net_inflow_proxy_10k,355.641291,-9124.623188,64544.28895,signed_log1p,RobustScaler,5.875328304,4.070217481
elastic_net_logistic,2,1,purchase_return_rate,0.002646279095,-0,0.2355319694,nonnegative_log1p,RobustScaler,0.002642774309,0.00926791228
elastic_net_logistic,2,1,purchase_sales_ratio,0.3047292098,0.0004769588854,10.85553579,nonnegative_log1p,RobustScaler,0.2659869305,0.5352158798
elastic_net_logistic,2,1,purchase_scale_10k,349.921655,0.05516,53069.77397,nonnegative_log1p,RobustScaler,5.859228339,4.836507983
elastic_net_logistic,2,1,sales_growth_trend,0.02726064388,-0.06186013554,0.2099736851,none,RobustScaler,0.02726064388,0.05863334924
elastic_net_logistic,2,1,sales_monthly_cv,1.387105245,0.4382397344,4.241425575,nonnegative_log1p,RobustScaler,0.8699903581,0.4825900181
elastic_net_logistic,2,1,sales_return_rate,0.007638846472,-0,0.4314900722,nonnegative_log1p,RobustScaler,0.007609800956,0.02933960675
elastic_net_logistic,2,1,sales_scale_10k,1633.868582,5.658626,223577.0781,nonnegative_log1p,RobustScaler,7.370943787,3.551162349
elastic_net_logistic,2,1,supplier_count,73,1,2627.84,nonnegative_log1p,RobustScaler,4.303242649,2.485558015
elastic_net_logistic,2,1,supplier_hhi,0.1749491597,-inf,inf,none,RobustScaler,0.1749491597,0.4494308874
elastic_net_logistic,2,1,void_invoice_rate,0.05593065127,-inf,inf,none,RobustScaler,0.05593065127,0.04530086389
elastic_net_logistic,2,2,active_month_ratio,0.8536585366,-inf,inf,none,RobustScaler,0.8536585366,0.1951219512
elastic_net_logistic,2,2,customer_count,38.5,1.97,3310.82,nonnegative_log1p,RobustScaler,3.67622055,2.114379077
elastic_net_logistic,2,2,customer_hhi,0.1292875832,-inf,inf,none,RobustScaler,0.1292875832,0.2439735597
elastic_net_logistic,2,2,invoice_activity_per_month,21.08536585,0.4775609756,743.0556097,nonnegative_log1p,RobustScaler,3.09490774,2.185852195
elastic_net_logistic,2,2,operating_net_inflow_proxy_10k,383.1649965,-6138.128274,53496.33198,signed_log1p,RobustScaler,5.95081855,3.147874047
elastic_net_logistic,2,2,purchase_return_rate,0.002510666773,-0,0.2355319694,nonnegative_log1p,RobustScaler,0.002507482908,0.01146914251
