enterprise_id,enterprise_name,risk_mean,risk_p90,risk_used,risk_used_column,pD,rating_prob_A,rating_prob_B,rating_prob_C,rating_prob_D,max_loan_limit_10k,eligible_for_optimization,optimization_uncertainty_flag,uncertainty_cap_applied,d_probability_reject_flag,rate_index,interest_rate,interest_rate_percent,fitted_churn_A,fitted_churn_B,fitted_churn_C,rating_mixture_customer_churn_mass,acceptance_probability_A_i_r,nonacceptance_probability_including_D,risk_variant,lgd,funding_cost_rate,unit_expected_interest_per_10k,unit_expected_credit_loss_per_10k,unit_expected_funding_cost_per_10k,unit_expected_net_return_per_10k,candidate_rate_is_observed_attachment3_point,eligible_candidate
E124,个体经营E124,0.06693188597,0.1658231076,0.06693188597,risk_mean,0.001217883842,0.8838965585,0.1004521091,0.01443344851,0.001217883842,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9987821161,0.00121788389,mean,0.5,0.03,0.03727726982,0.03342518535,0.02996346348,-0.02611137902,True,True
E125,个体经营E125,0.02831263609,0.05262467367,0.02831263609,risk_mean,0.008187942937,0.5292933119,0.3735192242,0.08899952099,0.008187942937,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9918120571,0.00818794291,mean,0.5,0.03,0.03854924973,0.01404040692,0.02975436171,-0.005245518904,True,True
E126,个体经营E126,0.02426786817,0.04809930642,0.02426786817,risk_mean,0.004489503801,0.673036306,0.2714240034,0.05105018686,0.004489503801,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9955104963,0.00448950374,mean,0.5,0.03,0.03885406315,0.01207945874,0.02986531489,-0.003090710479,True,True
E127,个体经营E127,0.02157733009,0.03666216241,0.02157733009,risk_mean,0.003162960672,0.745264882,0.2150040932,0.03656806419,0.003162960672,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9968370394,0.00316296061,mean,0.5,0.03,0.0390131183,0.01075454092,0.02990511118,-0.001646533802,True,True
E128,个体经营E128,0.08646573004,0.1273276989,0.08646573004,risk_mean,0.118456573,0.06461960122,0.2987266072,0.5181972186,0.118456573,50,True,True,True,False,0,0.04,4,0,0,0,0,0.881543427,0.118456573,mean,0.5,0.03,0.03221280524,0.03811164799,0.02644630281,-0.03234514556,True,True
E129,个体经营E129,0.02513629344,0.04290608642,0.02513629344,risk_mean,0.007869165276,0.5392539656,0.3670148704,0.08586199873,0.007869165276,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9921308347,0.00786916527,mean,0.5,0.03,0.03868769372,0.0124692459,0.02976392504,-0.003545477221,True,True
E130,个体经营E130,0.1468784157,0.1970876129,0.1468784157,risk_mean,0.2883144721,0.02240132754,0.1367691129,0.5525150874,0.2883144721,50,True,True,True,False,0,0.04,4,0,0,0,0,0.7116855278,0.2883144722,mean,0.5,0.03,0.0242861714,0.0522656214,0.02135056584,-0.04933001584,True,True
E131,个体经营E131,0.02622812822,0.0434845407,0.02622812822,risk_mean,0.008764574391,0.5121652897,0.3844561711,0.09461396482,0.008764574391,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9912354256,0.00876457438,mean,0.5,0.03,0.03860948703,0.01299912492,0.02973706277,-0.004126700657,True,True
E132,个体经营E132,0.03086132384,0.05012848358,0.03086132384,risk_mean,0.007230365358,0.5603655453,0.352902841,0.07950124842,0.007230365358,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9927696347,0.00723036528,mean,0.5,0.03,0.03848525798,0.0153190926,0.02978308904,-0.006616923658,True,True
E133,个体经营E133,0.1043128943,0.136133192,0.1043128943,risk_mean,0.07139347246,0.1077353827,0.39163485,0.4292362949,0.07139347246,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9286065276,0.0713934724,mean,0.5,0.03,0.03326963572,0.04843281728,0.02785819583,-0.04302137739,True,True
E134,***工程咨询有限公司,0.03620846997,0.05590205054,0.03620846997,risk_mean,0.009694258535,0.4867322585,0.4000696362,0.1035038468,0.009694258535,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9903057415,0.0096942585,mean,0.5,0.03,0.03817793143,0.01792872785,0.02970917225,-0.009459968664,True,True
E135,***建设工程有限公司,0.03864400783,0.05628925684,0.03864400783,risk_mean,0.01202594757,0.432668112,0.4303506058,0.1249553347,0.01202594757,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9879740525,0.0120259475,mean,0.5,0.03,0.03799179102,0.01908963851,0.02963922157,-0.01073706907,True,True
E136,***机械有限责任公司,0.06222333221,0.123791903,0.06222333221,risk_mean,0.02155772059,0.2964343182,0.4803856826,0.2016222786,0.02155772059,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9784422794,0.0215577206,mean,0.5,0.03,0.03670241362,0.0304409695,0.02935326838,-0.02309182427,True,True
E137,***建设工程有限公司,0.06292225318,0.08787011043,0.06292225318,risk_mean,0.02537992471,0.2627984165,0.4837128821,0.2281087767,0.02537992471,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9746200753,0.0253799247,mean,0.5,0.03,0.03653179137,0.03066264557,0.02923860226,-0.02336945646,True,True
E138,个体经营E138,0.03248384417,0.05242417754,0.03248384417,risk_mean,0.00423909638,0.6855925399,0.2618151359,0.04835322782,0.00423909638,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9957609036,0.00423909638,mean,0.5,0.03,0.03853659046,0.01617307101,0.02987282711,-0.007509307657,True,True
E139,个体经营E139,0.02561175391,0.04064996402,0.02561175391,risk_mean,0.003671895207,0.7158168363,0.2383298942,0.04218137434,0.003671895207,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9963281048,0.00367189516,mean,0.5,0.03,0.03883241578,0.01275885512,0.02988984315,-0.003816282478,True,True
E140,***建筑工程有限公司,0.03574723554,0.05760462537,0.03574723554,risk_mean,0.00613147079,0.6007538006,0.3247901457,0.0683245829,0.00613147079,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9938685292,0.0061314708,mean,0.5,0.03,0.03833361907,0.0177640262,0.02981605588,-0.009246463009,True,True
E141,***食品有限公司,0.02914031602,0.04578289438,0.02914031602,risk_mean,0.006412017521,0.5899080569,0.332473286,0.07120663964,0.006412017521,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9935879825,0.00641201746,mean,0.5,0.03,0.03858538059,0.0144767339,0.02980763948,-0.005698992789,True,True
E142,***运业有限公司,0.04497248243,0.06552620457,0.04497248243,risk_mean,0.01711566234,0.34772238,0.4672274759,0.1679344817,0.01711566234,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9828843376,0.0171156624,mean,0.5,0.03,0.03754726356,0.0221013743,0.02948653013,-0.01404064087,True,True
E143,***电子科技有限公司,0.07225716502,0.09361706857,0.07225716502,risk_mean,0.03797307849,0.1904022841,0.4697935981,0.3018310393,0.03797307849,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9620269215,0.0379730785,mean,0.5,0.03,0.03570054334,0.03475666901,0.02886080765,-0.02791693332,True,True
E144,***劳务有限公司,0.05989639601,0.08551418897,0.05989639601,risk_mean,0.02078044095,0.3043179548,0.478938604,0.1959630003,0.02078044095,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9792195591,0.0207804409,mean,0.5,0.03,0.03682271346,0.02932586125,0.02937658677,-0.02187973455,True,True
E145,***工贸有限公司,0.03599533112,0.05807718767,0.03599533112,risk_mean,0.01192125825,0.4348416127,0.4292198963,0.1240172327,0.01192125825,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9880787417,0.0119212583,mean,0.5,0.03,0.03810050081,0.01778311074,0.02964236225,-0.009324972182,True,True
E146,***基础建设工程有限公司,0.03763527991,0.06276894061,0.03763527991,risk_mean,0.008187583934,0.529304326,0.3735120889,0.08899600113,0.008187583934,100,True,False,False,False,0,0.04,4,0,0,0,0,0.991812416,0.00818758397,mean,0.5,0.03,0.03817941113,0.01866356895,0.02975437248,-0.0102385303,True,True
E147,***装饰工程有限责任公司,0.03881957715,0.06080445071,0.03881957715,risk_mean,0.01413798724,0.392953943,0.4495069292,0.1434011406,0.01413798724,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9858620128,0.0141379872,mean,0.5,0.03,0.03790365065,0.01913537323,0.02957586038,-0.01080758296,True,True
E148,***商贸有限公司,0.07220733777,0.1111983111,0.07220733777,risk_mean,0.01335873688,0.4067475135,0.4431934577,0.1367002918,0.01335873688,50,True,True,True,False,0,0.04,4,0,0,0,0,0.986641263,0.013358737,mean,0.5,0.03,0.03661594096,0.03562136947,0.02959923789,-0.0286046664,True,True
E149,***建筑劳务有限公司,0.05966215737,0.08234034747,0.05966215737,risk_mean,0.01447674703,0.3872386599,0.4520076984,0.1462768946,0.01447674703,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9855232529,0.0144767471,mean,0.5,0.03,0.03706899238,0.0293992217,0.02956569759,-0.02189592691,True,True
E150,***建设工程有限公司,0.04809596502,0.07076132332,0.04809596502,risk_mean,0.01530272657,0.3739612452,0.4575401498,0.1531958785,0.01530272657,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9846972735,0.0153027265,mean,0.5,0.03,0.03749349232,0.02367998281,0.02954091821,-0.0157274087,True,True
E151,***路桥工程有限公司,0.06143754113,0.09349602545,0.06143754113,risk_mean,0.01702073444,0.3490068449,0.4667947957,0.167177625,0.01702073444,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9829792656,0.0170207344,mean,0.5,0.03,0.03690349746,0.03019591453,0.02948937797,-0.02278179504,True,True
E152,***运贸有限责任公司,0.03685676442,0.06254409645,0.03685676442,risk_mean,0.0185413158,0.3294828544,0.4728661188,0.179109711,0.0185413158,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9814586842,0.0185413158,mean,0.5,0.03,0.03781141171,0.01808669576,0.02944376053,-0.009719044574,True,True
E153,个体经营E153,0.0656927255,0.1113598621,0.0656927255,risk_mean,0.03334216872,0.2120618395,0.4777038123,0.2768921795,0.03334216872,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9666578313,0.0333421687,mean,0.5,0.03,0.03612621775,0.03175119378,0.02899973494,-0.02462471097,True,True
E154,***汽车销售服务有限公司,0.104624478,0.2177222737,0.104624478,risk_mean,0.005556989494,0.6242349977,0.307847563,0.0623604498,0.005556989494,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9944430105,0.0055569895,mean,0.5,0.03,0.03561599719,0.05202154044,0.02983329032,-0.04623883357,True,True
E155,个体经营E155,0.06077081477,0.09338574488,0.06077081477,risk_mean,0.01798464881,0.3363784971,0.4708483584,0.1747884957,0.01798464881,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9820153512,0.0179846488,mean,0.5,0.03,0.03689349913,0.0298389365,0.02946046054,-0.02240589791,True,True
E156,个体经营E156,0.06116067527,0.0882781837,0.06116067527,risk_mean,0.02727453217,0.2487266933,0.4835394822,0.2404592924,0.02727453217,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9727254679,0.0272745321,mean,0.5,0.03,0.03652931686,0.02974627323,0.02918176404,-0.02239872041,True,True
E157,***环境设备工程有限公司,0.1040462037,0.130358356,0.1040462037,risk_mean,0.09075439853,0.08509086722,0.3494029714,0.4747517629,0.09075439853,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9092456015,0.09075439848,mean,0.5,0.03,0.03258568194,0.04730177653,0.02727736805,-0.04199346264,True,True
E158,***装饰工程有限公司,0.08635403357,0.1522207762,0.08635403357,risk_mean,0.02855305602,0.2400253267,0.4829012149,0.2485204024,0.02855305602,50,True,True,True,False,0,0.04,4,0,0,0,0,0.971446944,0.028553056,mean,0.5,0.03,0.03550234328,0.04194418101,0.02914340832,-0.03558524605,True,True
E159,个体经营E159,0.04388393826,0.06515744781,0.04388393826,risk_mean,0.01617679742,0.3608457827,0.462600119,0.1603773009,0.01617679742,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9838232026,0.0161767974,mean,0.5,0.03,0.03762596664,0.02158701834,0.02951469608,-0.01347574778,True,True
E160,***钢结构工程有限公司,0.04763865975,0.06823085468,0.04763865975,risk_mean,0.02209240478,0.2912373696,0.4812102203,0.2054600054,0.02209240478,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9779075953,0.0220924047,mean,0.5,0.03,0.03725285552,0.0232931036,0.02933722786,-0.01537747593,True,True
E161,***建筑劳务有限责任公司,0.04601752607,0.07024531504,0.04601752607,risk_mean,0.008612104943,0.516587352,0.3816635416,0.09313700154,0.008612104943,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9913878951,0.00861210486,mean,0.5,0.03,0.03783066707,0.02281060916,0.02974163685,-0.01472157894,True,True
E162,***网络信息安全有限公司,0.07254758922,0.1062236766,0.07254758922,risk_mean,0.04448764957,0.166238031,0.4559952808,0.3332790386,0.04448764957,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9555123504,0.0444876496,mean,0.5,0.03,0.03544768932,0.03466005875,0.02866537051,-0.02787773994,True,True
E163,***物流有限公司,0.06342247812,0.08923329259,0.06342247812,risk_mean,0.05592652057,0.1354744215,0.4287113658,0.3798876921,0.05592652057,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9440734794,0.0559265206,mean,0.5,0.03,0.03536791999,0.0299377398,0.02832220438,-0.02289202419,True,True
E164,个体经营E164,0.04031919601,0.06303568444,0.04031919601,risk_mean,0.01093603676,0.4563941105,0.4175948042,0.1150750485,0.01093603676,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9890639632,0.0109360368,mean,0.5,0.03,0.03796742798,0.0199391319,0.0296719189,-0.01164362282,True,True
E165,***文化传媒股份有限公司,0.03651589074,0.05596112318,0.03651589074,risk_mean,0.01717297353,0.3469513529,0.4674850329,0.1683906407,0.01717297353,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9828270265,0.0171729735,mean,0.5,0.03,0.03787752889,0.01794440216,0.02948481079,-0.009551684066,True,True
E166,***建筑工程有限公司,0.09217207109,0.1217378661,0.09217207109,risk_mean,0.1507544287,0.04969554285,0.2519863625,0.5475636659,0.1507544287,50,True,True,True,False,0,0.04,4,0,0,0,0,0.8492455712,0.1507544288,mean,0.5,0.03,0.03083875392,0.03913836158,0.02547736714,-0.0337769748,True,True
E167,***体育文化股份有限公司,0.05747336053,0.1280194999,0.05747336053,risk_mean,0.001120032717,0.8922289188,0.09336052666,0.01329052186,0.001120032717,100,True,False,False,False,0,0.04,4,0,0,0,0,0.9988799673,0.00112003268,mean,0.5,0.03,0.03765883915,0.02870449424,0.02996639902,-0.02101205411,True,True
E168,***建材有限公司,0.04702682686,0.07734382118,0.04702682686,risk_mean,0.009289296422,0.4974991226,0.3935557836,0.09965579733,0.009289296422,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9907107035,0.00928929647,mean,0.5,0.03,0.03776482891,0.02329499036,0.02972132111,-0.01525148256,True,True
E169,***建筑设计有限公司,0.04621654357,0.06873966231,0.04621654357,risk_mean,0.01626444168,0.3595800156,0.4630659719,0.1610895708,0.01626444168,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9837355583,0.0162644417,mean,0.5,0.03,0.03753082804,0.02273242865,0.02951206675,-0.01471366735,True,True
E170,***建筑劳务有限公司,0.06550885325,0.08742008633,0.06550885325,risk_mean,0.01962493355,0.3168190421,0.4761862404,0.187369784,0.01962493355,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9803750665,0.0196249335,mean,0.5,0.03,0.03664607281,0.03211162318,0.029411252,-0.02487680237,True,True
E171,***质量检验测试站,0.03962366515,0.06014474302,0.03962366515,risk_mean,0.01129486312,0.4483065632,0.4220426992,0.1183558745,0.01129486312,50,True,True,True,False,0,0.04,4,0,0,0,0,0.9887051369,0.0112948631,mean,0.5,0.03,0.03798116062,0.01958806064,0.02966115411,-0.01126805412,True,True
